data,unidade,material,tipo,quantidade,responsavel
2025-01-19,Moema,Medicamentos,saida,-2.92,Amber
2025-01-19,Moema,Medicamentos,saida,-3.11,Amber
2025-01-19,Moema,Medicamentos,saida,-2.87,Amber
2025-01-19,Moema,Medicamentos,saida,-3.10,Amber
2025-01-19,Moema,Medicamentos,saida,-3.20,Amber
2025-01-19,Moema,Medicamentos,saida,-3.06,Amber
2025-01-19,Moema,Medicamentos,saida,-3.15,Amber
2025-01-19,Moema,Medicamentos,saida,-3.18,Amber
2025-01-19,Moema,Medicamentos,saida,-2.99,Amber
2025-01-16,Santo Amaro,Medicamentos,saida,-13.14,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-13.47,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-13.71,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-13.44,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-12.45,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-12.59,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-13.84,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-13.94,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-12.46,Yvonne
2025-01-16,Santo Amaro,Medicamentos,saida,-12.73,Yvonne
2025-05-16,Moema,Seringa,saida,-8.77,Stephanie
2025-05-16,Moema,Seringa,saida,-9.08,Stephanie
2025-05-16,Moema,Seringa,saida,-8.64,Stephanie
2025-05-16,Moema,Seringa,saida,-9.23,Stephanie
2025-05-16,Moema,Seringa,saida,-9.10,Stephanie
2025-05-16,Moema,Seringa,saida,-8.66,Stephanie
2025-05-16,Moema,Seringa,saida,-9.12,Stephanie
2025-05-16,Moema,Seringa,saida,-9.08,Stephanie
2025-05-16,Moema,Seringa,saida,-9.62,Stephanie
2025-05-16,Moema,Seringa,saida,-9.51,Stephanie
2025-04-28,Santo Amaro,Medicamentos,entrada,133.11,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,143.63,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,127.17,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,140.71,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,131.64,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,130.85,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,140.74,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,139.05,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,132.76,Chelsea
2025-04-28,Santo Amaro,Medicamentos,entrada,139.84,Chelsea
2024-11-30,Morumbi,Medicamentos,saida,-14.72,Katie
2024-11-30,Morumbi,Medicamentos,saida,-12.89,Katie
2024-11-30,Morumbi,Medicamentos,saida,-13.97,Katie
2024-11-30,Morumbi,Medicamentos,saida,-14.31,Katie
2024-11-30,Morumbi,Medicamentos,saida,-14.02,Katie
2024-11-30,Morumbi,Medicamentos,saida,-13.34,Katie
2024-11-30,Morumbi,Medicamentos,saida,-13.82,Katie
2024-11-30,Morumbi,Medicamentos,saida,-15.05,Katie
2024-11-30,Morumbi,Medicamentos,saida,-12.88,Katie
2024-11-30,Morumbi,Medicamentos,saida,-14.77,Katie
2025-01-17,Moema,Esparadrapo,saida,-4.04,James
2025-01-17,Moema,Esparadrapo,saida,-4.01,James
2025-01-17,Moema,Esparadrapo,saida,-4.11,James
2025-01-17,Moema,Esparadrapo,saida,-3.95,James
2025-01-17,Moema,Esparadrapo,saida,-3.98,James
2025-01-17,Moema,Esparadrapo,saida,-3.94,James
2025-01-17,Moema,Esparadrapo,saida,-3.75,James
2025-01-17,Moema,Esparadrapo,saida,-3.91,James
2025-01-17,Moema,Esparadrapo,saida,-4.21,James
2025-01-17,Moema,Esparadrapo,saida,-4.04,James
2025-01-03,Moema,Gaze,saida,-18.18,Russell
2025-01-03,Moema,Gaze,saida,-18.07,Russell
2025-01-03,Moema,Gaze,saida,-19.36,Russell
2025-01-03,Moema,Gaze,saida,-20.07,Russell
2025-01-03,Moema,Gaze,saida,-19.86,Russell
2025-01-03,Moema,Gaze,saida,-19.14,Russell
2025-01-03,Moema,Gaze,saida,-18.02,Russell
2025-01-03,Moema,Gaze,saida,-18.21,Russell
2025-01-03,Moema,Gaze,saida,-18.25,Russell
2025-01-03,Moema,Gaze,saida,-19.80,Russell
2025-04-10,Morumbi,Medicamentos,saida,-2.11,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.08,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-1.96,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.14,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-1.85,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.14,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.08,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-2.09,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-1.86,Joseph
2025-04-10,Morumbi,Medicamentos,saida,-1.87,Joseph
2025-02-25,Moema,Seringa,saida,-11.52,Michele
2025-02-25,Moema,Seringa,saida,-12.01,Michele
2025-02-25,Moema,Seringa,saida,-11.87,Michele
2025-02-25,Moema,Seringa,saida,-11.95,Michele
2025-02-25,Moema,Seringa,saida,-12.18,Michele
2025-02-25,Moema,Seringa,saida,-12.90,Michele
2025-02-25,Moema,Seringa,saida,-11.65,Michele
2025-02-25,Moema,Seringa,saida,-12.79,Michele
2025-02-25,Moema,Seringa,saida,-12.42,Michele
2025-02-25,Moema,Seringa,saida,-12.06,Michele
2025-03-13,Morumbi,Gaze,saida,-6.73,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.74,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.71,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.82,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.82,Nancy
2025-03-13,Morumbi,Gaze,saida,-7.19,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.93,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.98,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.73,Nancy
2025-03-13,Morumbi,Gaze,saida,-6.52,Nancy
2025-01-07,Morumbi,Seringa,saida,-9.93,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.57,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.70,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.16,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.62,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.55,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.00,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.28,Breanna
2025-01-07,Morumbi,Seringa,saida,-10.42,Breanna
2025-01-07,Morumbi,Seringa,saida,-9.98,Breanna
2025-03-07,Moema,Tubo,saida,-1.08,Julie
2025-03-07,Moema,Tubo,saida,-0.94,Julie
2025-03-07,Moema,Tubo,saida,-1.06,Julie
2025-03-07,Moema,Tubo,saida,-0.94,Julie
2025-03-07,Moema,Tubo,saida,-0.99,Julie
2025-03-07,Moema,Tubo,saida,-0.97,Julie
2025-03-07,Moema,Tubo,saida,-1.02,Julie
2025-03-07,Moema,Tubo,saida,-1.00,Julie
2025-03-07,Moema,Tubo,saida,-0.96,Julie
2025-03-07,Moema,Tubo,saida,-1.02,Julie
2025-05-15,Santo Amaro,Seringa,saida,-3.78,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.07,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.20,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.11,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.25,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.09,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-4.12,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-3.77,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-3.89,Ricky
2025-05-15,Santo Amaro,Seringa,saida,-3.97,Ricky
2024-12-19,Moema,Esparadrapo,saida,-15.69,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.95,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.49,Tammy
2024-12-19,Moema,Esparadrapo,saida,-15.77,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.82,Tammy
2024-12-19,Moema,Esparadrapo,saida,-16.06,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.08,Tammy
2024-12-19,Moema,Esparadrapo,saida,-15.52,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.05,Tammy
2024-12-19,Moema,Esparadrapo,saida,-14.62,Tammy
2024-12-31,Santo Amaro,Gaze,saida,-17.76,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-18.95,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-17.27,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-19.32,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-19.12,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-17.18,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-18.70,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-19.36,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-16.58,Melissa
2024-12-31,Santo Amaro,Gaze,saida,-17.09,Melissa
2024-12-12,Moema,Tubo,saida,-19.34,Daniel
2024-12-12,Moema,Tubo,saida,-20.28,Daniel
2024-12-12,Moema,Tubo,saida,-17.50,Daniel
2024-12-12,Moema,Tubo,saida,-18.15,Daniel
2024-12-12,Moema,Tubo,saida,-17.98,Daniel
2024-12-12,Moema,Tubo,saida,-19.40,Daniel
2024-12-12,Moema,Tubo,saida,-18.17,Daniel
2024-12-12,Moema,Tubo,saida,-19.65,Daniel
2024-12-12,Moema,Tubo,saida,-20.39,Daniel
2024-12-12,Moema,Tubo,saida,-18.19,Daniel
2025-04-24,Morumbi,Esparadrapo,saida,-9.73,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.14,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.50,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.63,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.08,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.01,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-9.77,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-10.25,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-9.54,Ryan
2025-04-24,Morumbi,Esparadrapo,saida,-9.47,Ryan
2025-01-16,Santo Amaro,Tubo,saida,-13.28,Tara
2025-01-16,Santo Amaro,Tubo,saida,-13.94,Tara
2025-01-16,Santo Amaro,Tubo,saida,-12.51,Tara
2025-01-16,Santo Amaro,Tubo,saida,-13.13,Tara
2025-01-16,Santo Amaro,Tubo,saida,-13.43,Tara
2025-01-16,Santo Amaro,Tubo,saida,-13.57,Tara
2025-01-16,Santo Amaro,Tubo,saida,-14.03,Tara
2025-01-16,Santo Amaro,Tubo,saida,-12.73,Tara
2025-01-16,Santo Amaro,Tubo,saida,-13.28,Tara
2025-01-16,Santo Amaro,Tubo,saida,-12.00,Tara
2025-01-27,Santo Amaro,Gaze,saida,-7.53,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.33,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.36,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.42,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.44,Jason
2025-01-27,Santo Amaro,Gaze,saida,-6.61,Jason
2025-01-27,Santo Amaro,Gaze,saida,-6.90,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.40,Jason
2025-01-27,Santo Amaro,Gaze,saida,-7.35,Jason
2025-01-27,Santo Amaro,Gaze,saida,-6.52,Jason
2025-05-02,Morumbi,Esparadrapo,saida,-2.01,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-1.93,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-1.97,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-2.12,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-2.08,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-2.01,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-2.04,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-1.98,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-1.86,Deborah
2025-05-02,Morumbi,Esparadrapo,saida,-1.88,Deborah
2024-12-29,Moema,Tubo,entrada,191.50,Kari
2024-12-29,Moema,Tubo,entrada,179.95,Kari
2024-12-29,Moema,Tubo,entrada,177.70,Kari
2024-12-29,Moema,Tubo,entrada,169.62,Kari
2024-12-29,Moema,Tubo,entrada,187.83,Kari
2024-12-29,Moema,Tubo,entrada,189.04,Kari
2024-12-29,Moema,Tubo,entrada,196.79,Kari
2024-12-29,Moema,Tubo,entrada,178.48,Kari
2024-12-29,Moema,Tubo,entrada,196.10,Kari
2024-12-29,Moema,Tubo,entrada,179.63,Kari
2025-04-03,Santo Amaro,Gaze,saida,-2.83,Holly
2025-04-03,Santo Amaro,Gaze,saida,-2.99,Holly
2025-04-03,Santo Amaro,Gaze,saida,-2.78,Holly
2025-04-03,Santo Amaro,Gaze,saida,-3.12,Holly
2025-04-03,Santo Amaro,Gaze,saida,-2.78,Holly
2025-04-03,Santo Amaro,Gaze,saida,-3.00,Holly
2025-04-03,Santo Amaro,Gaze,saida,-3.10,Holly
2025-04-03,Santo Amaro,Gaze,saida,-3.21,Holly
2025-04-03,Santo Amaro,Gaze,saida,-2.90,Holly
2025-04-03,Santo Amaro,Gaze,saida,-2.85,Holly
2025-02-03,Moema,Gaze,saida,-15.23,Kelsey
2025-02-03,Moema,Gaze,saida,-15.09,Kelsey
2025-02-03,Moema,Gaze,saida,-17.20,Kelsey
2025-02-03,Moema,Gaze,saida,-16.11,Kelsey
2025-02-03,Moema,Gaze,saida,-15.98,Kelsey
2025-02-03,Moema,Gaze,saida,-15.28,Kelsey
2025-02-03,Moema,Gaze,saida,-16.45,Kelsey
2025-02-03,Moema,Gaze,saida,-15.19,Kelsey
2025-02-03,Moema,Gaze,saida,-16.54,Kelsey
2025-02-03,Moema,Gaze,saida,-15.55,Kelsey
2025-02-13,Morumbi,Esparadrapo,saida,-18.42,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-17.98,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-18.07,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-17.34,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-16.73,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-18.01,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-17.33,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-19.41,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-16.98,Charles
2025-02-13,Morumbi,Esparadrapo,saida,-18.27,Charles
2024-12-03,Santo Amaro,Gaze,saida,-9.85,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.55,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.46,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.32,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.53,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.79,Brett
2024-12-03,Santo Amaro,Gaze,saida,-10.43,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.41,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.34,Brett
2024-12-03,Santo Amaro,Gaze,saida,-9.71,Brett
2025-04-21,Santo Amaro,Tubo,saida,-19.30,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-18.14,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-19.08,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-18.35,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-20.47,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-19.62,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-19.09,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-19.25,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-17.77,Alexandra
2025-04-21,Santo Amaro,Tubo,saida,-19.24,Alexandra
2025-03-11,Moema,Medicamentos,saida,-11.15,William
2025-03-11,Moema,Medicamentos,saida,-11.85,William
2025-03-11,Moema,Medicamentos,saida,-12.60,William
2025-03-11,Moema,Medicamentos,saida,-11.54,William
2025-03-11,Moema,Medicamentos,saida,-12.55,William
2025-03-11,Moema,Medicamentos,saida,-12.40,William
2025-03-11,Moema,Medicamentos,saida,-11.12,William
2025-03-11,Moema,Medicamentos,saida,-12.95,William
2025-03-11,Moema,Medicamentos,saida,-11.77,William
2025-03-11,Moema,Medicamentos,saida,-12.29,William
2024-12-07,Moema,Gaze,saida,-6.43,Tyler
2024-12-07,Moema,Gaze,saida,-5.75,Tyler
2024-12-07,Moema,Gaze,saida,-6.05,Tyler
2024-12-07,Moema,Gaze,saida,-6.17,Tyler
2024-12-07,Moema,Gaze,saida,-5.82,Tyler
2024-12-07,Moema,Gaze,saida,-5.61,Tyler
2024-12-07,Moema,Gaze,saida,-6.42,Tyler
2024-12-07,Moema,Gaze,saida,-5.62,Tyler
2024-12-07,Moema,Gaze,saida,-5.53,Tyler
2024-12-07,Moema,Gaze,saida,-6.20,Tyler
2025-01-07,Moema,Medicamentos,saida,-19.17,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.00,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.13,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.86,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.93,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.66,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.02,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.79,Melinda
2025-01-07,Moema,Medicamentos,saida,-19.98,Melinda
2025-01-07,Moema,Medicamentos,saida,-18.03,Melinda
2025-02-12,Morumbi,Medicamentos,saida,-14.50,Tony
2025-02-12,Morumbi,Medicamentos,saida,-14.88,Tony
2025-02-12,Morumbi,Medicamentos,saida,-14.70,Tony
2025-02-12,Morumbi,Medicamentos,saida,-14.76,Tony
2025-02-12,Morumbi,Medicamentos,saida,-13.88,Tony
2025-02-12,Morumbi,Medicamentos,saida,-14.84,Tony
2025-02-12,Morumbi,Medicamentos,saida,-14.62,Tony
2025-02-12,Morumbi,Medicamentos,saida,-13.23,Tony
2025-02-12,Morumbi,Medicamentos,saida,-13.39,Tony
2025-02-12,Morumbi,Medicamentos,saida,-12.89,Tony
2025-01-21,Santo Amaro,Seringa,saida,-6.88,Christy
2025-01-21,Santo Amaro,Seringa,saida,-6.62,Christy
2025-01-21,Santo Amaro,Seringa,saida,-7.00,Christy
2025-01-21,Santo Amaro,Seringa,saida,-6.68,Christy
2025-01-21,Santo Amaro,Seringa,saida,-7.08,Christy
2025-01-21,Santo Amaro,Seringa,saida,-7.18,Christy
2025-01-21,Santo Amaro,Seringa,saida,-6.61,Christy
2025-01-21,Santo Amaro,Seringa,saida,-6.71,Christy
2025-01-21,Santo Amaro,Seringa,saida,-7.14,Christy
2025-01-21,Santo Amaro,Seringa,saida,-7.17,Christy
2025-05-01,Moema,Medicamentos,saida,-8.62,Adam
2025-05-01,Moema,Medicamentos,saida,-9.05,Adam
2025-05-01,Moema,Medicamentos,saida,-9.06,Adam
2025-05-01,Moema,Medicamentos,saida,-9.14,Adam
2025-05-01,Moema,Medicamentos,saida,-8.61,Adam
2025-05-01,Moema,Medicamentos,saida,-9.15,Adam
2025-05-01,Moema,Medicamentos,saida,-9.31,Adam
2025-05-01,Moema,Medicamentos,saida,-8.30,Adam
2025-05-01,Moema,Medicamentos,saida,-9.56,Adam
2025-05-01,Moema,Medicamentos,saida,-8.73,Adam
2025-02-09,Santo Amaro,Gaze,saida,-13.59,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-12.27,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-13.23,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-13.19,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-12.43,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-12.51,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-13.03,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-14.00,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-12.30,Natasha
2025-02-09,Santo Amaro,Gaze,saida,-13.82,Natasha
2025-05-07,Moema,Esparadrapo,saida,-3.80,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.32,Tina
2025-05-07,Moema,Esparadrapo,saida,-3.82,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.07,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.25,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.22,Tina
2025-05-07,Moema,Esparadrapo,saida,-3.87,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.31,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.12,Tina
2025-05-07,Moema,Esparadrapo,saida,-4.30,Tina
2025-02-28,Santo Amaro,Tubo,saida,-2.06,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-2.05,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-2.02,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-1.85,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-1.98,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-1.95,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-2.10,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-2.03,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-1.90,Tyler
2025-02-28,Santo Amaro,Tubo,saida,-2.04,Tyler
2025-04-04,Santo Amaro,Medicamentos,saida,-13.92,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-14.34,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-13.73,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-14.33,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-14.81,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-12.93,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-13.82,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-13.74,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-13.45,Monica
2025-04-04,Santo Amaro,Medicamentos,saida,-13.74,Monica
2025-05-09,Moema,Seringa,saida,-3.17,Kenneth
2025-05-09,Moema,Seringa,saida,-2.93,Kenneth
2025-05-09,Moema,Seringa,saida,-2.79,Kenneth
2025-05-09,Moema,Seringa,saida,-3.01,Kenneth
2025-05-09,Moema,Seringa,saida,-3.14,Kenneth
2025-05-09,Moema,Seringa,saida,-3.12,Kenneth
2025-05-09,Moema,Seringa,saida,-3.22,Kenneth
2025-05-09,Moema,Seringa,saida,-3.02,Kenneth
2025-05-09,Moema,Seringa,saida,-3.07,Kenneth
2025-05-09,Moema,Seringa,saida,-2.79,Kenneth
2025-04-22,Morumbi,Tubo,saida,-15.39,Julie
2025-04-22,Morumbi,Tubo,saida,-15.28,Julie
2025-04-22,Morumbi,Tubo,saida,-15.70,Julie
2025-04-22,Morumbi,Tubo,saida,-14.12,Julie
2025-04-22,Morumbi,Tubo,saida,-14.97,Julie
2025-04-22,Morumbi,Tubo,saida,-14.70,Julie
2025-04-22,Morumbi,Tubo,saida,-15.17,Julie
2025-04-22,Morumbi,Tubo,saida,-14.96,Julie
2025-04-22,Morumbi,Tubo,saida,-14.10,Julie
2025-04-22,Morumbi,Tubo,saida,-14.39,Julie
2025-01-17,Santo Amaro,Tubo,saida,-6.31,Gary
2025-01-17,Santo Amaro,Tubo,saida,-6.11,Gary
2025-01-17,Santo Amaro,Tubo,saida,-6.43,Gary
2025-01-17,Santo Amaro,Tubo,saida,-5.63,Gary
2025-01-17,Santo Amaro,Tubo,saida,-5.95,Gary
2025-01-17,Santo Amaro,Tubo,saida,-6.41,Gary
2025-01-17,Santo Amaro,Tubo,saida,-6.37,Gary
2025-01-17,Santo Amaro,Tubo,saida,-5.55,Gary
2025-01-17,Santo Amaro,Tubo,saida,-6.42,Gary
2025-01-17,Santo Amaro,Tubo,saida,-5.94,Gary
2025-02-04,Morumbi,Medicamentos,saida,-8.70,Harold
2025-02-04,Morumbi,Medicamentos,saida,-9.33,Harold
2025-02-04,Morumbi,Medicamentos,saida,-9.34,Harold
2025-02-04,Morumbi,Medicamentos,saida,-8.79,Harold
2025-02-04,Morumbi,Medicamentos,saida,-8.61,Harold
2025-02-04,Morumbi,Medicamentos,saida,-8.85,Harold
2025-02-04,Morumbi,Medicamentos,saida,-9.08,Harold
2025-02-04,Morumbi,Medicamentos,saida,-8.90,Harold
2025-02-04,Morumbi,Medicamentos,saida,-8.86,Harold
2025-02-04,Morumbi,Medicamentos,saida,-9.28,Harold
2025-04-27,Santo Amaro,Tubo,saida,-5.72,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-5.75,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.22,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.08,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-5.92,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.42,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.15,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.17,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-6.12,Johnny
2025-04-27,Santo Amaro,Tubo,saida,-5.97,Johnny
2025-03-18,Morumbi,Esparadrapo,saida,-3.00,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-2.98,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-2.95,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-2.96,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-2.85,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-3.23,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-3.19,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-3.09,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-2.86,Sarah
2025-03-18,Morumbi,Esparadrapo,saida,-3.03,Sarah
2024-12-20,Santo Amaro,Gaze,saida,-8.53,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-7.60,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-7.39,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-7.85,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-8.16,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-8.02,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-7.38,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-8.17,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-8.59,Ashley
2024-12-20,Santo Amaro,Gaze,saida,-8.19,Ashley
2025-04-19,Moema,Gaze,saida,-14.95,Michael
2025-04-19,Moema,Gaze,saida,-15.30,Michael
2025-04-19,Moema,Gaze,saida,-15.53,Michael
2025-04-19,Moema,Gaze,saida,-16.96,Michael
2025-04-19,Moema,Gaze,saida,-15.85,Michael
2025-04-19,Moema,Gaze,saida,-16.86,Michael
2025-04-19,Moema,Gaze,saida,-16.11,Michael
2025-04-19,Moema,Gaze,saida,-15.44,Michael
2025-04-19,Moema,Gaze,saida,-16.95,Michael
2025-04-19,Moema,Gaze,saida,-15.43,Michael
2025-05-06,Morumbi,Gaze,saida,-12.39,Valerie
2025-05-06,Morumbi,Gaze,saida,-12.27,Valerie
2025-05-06,Morumbi,Gaze,saida,-12.21,Valerie
2025-05-06,Morumbi,Gaze,saida,-12.43,Valerie
2025-05-06,Morumbi,Gaze,saida,-11.19,Valerie
